Date,Customer_ID,Customer_Segment,Region,City,Category,Product,Price,Quantity,Total_Amount,Discount_Rate,Discount_Amount,Final_Amount,Sales_Channel,Payment_Method,Year,Month,Quarter,Day_of_Week,Day_of_Year,Week_of_Year,Is_Weekend,Is_Holiday_Season,Is_Summer,Total_Spent,Order_Count,Avg_Order_Value,First_Order,Last_Order,Customer_Lifetime_Days,Product_Revenue,Product_Orders,Product_Avg_Price,Product_Quantity_Sold,Category_Revenue,Category_Orders,Category_Avg_Price,Category_Quantity_Sold,Region_Revenue,Region_Orders,Region_Avg_Order,Region_Customers,Channel_Revenue,Channel_Orders,Channel_Avg_Order,Payment_Revenue,Payment_Orders,Payment_Avg_Order,Segment_Revenue,Segment_Orders,Segment_Avg_Order,Segment_Customers,Estimated_Cost,Estimated_Profit,Profit_Margin,Customer_Value_Tier
2022-06-29,CUST_3206,Budget,Asia,Hong Kong,Sports,Yoga Mat,160.71,6,964.27,0.1,96.43,954.63,Phone,Digital Wallet,2022,6,2,Wednesday,180,26,False,False,True,954.63,1,954.63,2022-06-29,2022-06-29,0,235829.13,259,910.54,1291,1162542.94,1267,917.56,6819,3827136.57,2421,1580.81,2132,4002905.57,2476,1616.68,3314861.11,2038,1626.53,4802112.68,2570,1868.53,2218,96.426,376.07399999999996,39.39473932308852,Gold
2024-12-29,CUST_2292,Premium,Australia,Adelaide,Home & Garden,Kitchen Appliances,681.0,2,1362.0,0.0,0.0,1770.61,Mobile App,Debit Card,2024,12,4,Sunday,364,52,True,True,False,1770.61,1,1770.61,2024-12-29,2024-12-29,0,361448.63,243,1487.44,1282,1889517.74,1265,1493.69,6727,4024694.57,2597,1549.75,2244,4246388.07,2508,1693.14,3237322.3,2022,1601.05,3144053.49,2426,1295.98,2130,408.59999999999997,953.41,53.84641451251264,Platinum
2023-10-01,CUST_8442,Budget,Asia,Singapore,Home & Garden,Furniture,229.24,6,1375.41,0.1,137.54,1237.87,Phone,Bank Transfer,2023,10,4,Sunday,274,39,True,False,False,2568.13,3,856.04,2022-02-17,2024-05-18,821,392779.76,256,1534.3,1420,1889517.74,1265,1493.69,6727,3827136.57,2421,1580.81,2132,4002905.57,2476,1616.68,3168358.48,1962,1614.86,4802112.68,2570,1868.53,2218,137.544,412.60599999999977,33.331933078594666,Platinum
2023-06-18,CUST_4181,Premium,North America,New York,Books,Biography,37.55,1,37.55,0.0,0.0,41.3,In-Store,Debit Card,2023,6,2,Sunday,169,24,True,False,True,301.69,2,150.84,2023-06-18,2024-06-20,368,32592.1,191,170.64,1085,198801.01,1192,166.78,6439,3979222.64,2475,1607.77,2160,3799942.54,2464,1542.18,3237322.3,2022,1601.05,3144053.49,2426,1295.98,2130,22.529999999999998,18.77,45.44794188861986,Silver
2024-02-14,CUST_6274,VIP,Asia,Seoul,Sports,Basketball,436.5,2,873.0,0.05,43.65,829.35,In-Store,Bank Transfer,2024,2,1,Wednesday,45,7,False,False,False,829.35,1,829.35,2024-02-14,2024-02-14,0,249891.35,275,908.7,1494,1162542.94,1267,917.56,6819,3827136.57,2421,1580.81,2132,3799942.54,2464,1542.18,3168358.48,1962,1614.86,3931138.23,2479,1585.78,2186,261.9,305.55000000000007,36.842105263157904,Gold
2022-12-21,CUST_4676,VIP,Australia,Brisbane,Beauty,Skincare,225.8,3,677.41,0.15,101.61,748.54,Online,Credit Card,2022,12,4,Wednesday,355,51,False,True,False,11443.47,3,3814.49,2022-08-03,2023-08-27,389,116456.61,253,460.3,1387,562465.16,1244,452.14,6707,4024694.57,2597,1549.75,2244,4014923.32,2552,1573.25,3184046.42,2054,1550.17,3931138.23,2479,1585.78,2186,135.48,342.1,45.702300478264355,Platinum
2023-01-22,CUST_6828,Budget,Asia,Tokyo,Books,Children,19.47,12,233.69,0.1,23.37,210.32,Online,Cash,2023,1,1,Sunday,22,3,True,False,False,210.32,1,210.32,2023-01-22,2023-01-22,0,30145.14,193,156.19,991,198801.01,1192,166.78,6439,3827136.57,2421,1580.81,2132,4014923.32,2552,1573.25,3159571.19,1924,1642.19,4802112.68,2570,1868.53,2218,11.681999999999999,70.13600000000002,33.34728033472805,Silver
2022-12-13,CUST_4597,Budget,Australia,Melbourne,Beauty,Perfume,92.77,9,834.94,0.1,83.49,976.88,Online,Debit Card,2022,12,4,Tuesday,347,50,False,True,False,1186.65,2,593.33,2022-12-13,2023-11-14,336,111072.32,246,451.51,1306,562465.16,1244,452.14,6707,4024694.57,2597,1549.75,2244,4014923.32,2552,1573.25,3237322.3,2022,1601.05,4802112.68,2570,1868.53,2218,55.662,475.922,48.71857341741053,Platinum
2022-07-03,CUST_7720,Premium,Europe,Rome,Automotive,Maintenance,560.82,4,2243.26,0.1,224.33,2220.83,Phone,Digital Wallet,2022,7,3,Sunday,184,26,True,False,True,2220.83,1,2220.83,2022-07-03,2022-07-03,0,759634.78,267,2845.07,1413,3834518.24,1252,3062.71,6597,4233105.72,2507,1688.51,2180,4002905.57,2476,1616.68,3314861.11,2038,1626.53,3144053.49,2426,1295.98,2130,336.492,874.8619999999999,39.393470008960605,Platinum
2023-05-19,CUST_4720,Budget,Europe,Rome,Electronics,Laptop,1077.19,3,3231.58,0.1,323.16,2908.42,Online,Credit Card,2023,5,2,Friday,139,20,False,False,False,4289.55,2,2144.78,2023-05-19,2024-04-12,329,1219301.46,210,5806.2,1134,7233331.08,1193,6063.14,6414,4233105.72,2507,1688.51,2180,4014923.32,2552,1573.25,3184046.42,2054,1550.17,4802112.68,2570,1868.53,2218,646.314,969.4780000000001,33.33349378700463,Platinum
2022-04-15,CUST_6467,Regular,North America,Los Angeles,Sports,Yoga Mat,243.35,6,1460.12,0.1,146.01,1314.11,Online,Digital Wallet,2022,4,2,Friday,105,15,False,False,False,1581.62,2,790.81,2022-04-15,2022-11-24,223,235829.13,259,910.54,1291,1162542.94,1267,917.56,6819,3979222.64,2475,1607.77,2160,4014923.32,2552,1573.25,3314861.11,2038,1626.53,4186855.1,2525,1658.16,2227,146.01,438.04999999999995,33.33434796173837,Platinum
2022-05-18,CUST_4670,Budget,Europe,Paris,Toys,Action Figures,50.62,3,151.86,0.1,15.19,136.67,In-Store,Digital Wallet,2022,5,2,Wednesday,138,20,False,False,False,136.67,1,136.67,2022-05-18,2022-05-18,0,76781.17,248,309.6,1290,427069.18,1315,324.77,6837,4233105.72,2507,1688.51,2180,3799942.54,2464,1542.18,3314861.11,2038,1626.53,4802112.68,2570,1868.53,2218,30.371999999999996,45.554,33.3313821614107,Silver
2024-09-11,CUST_7296,VIP,North America,Toronto,Sports,Tennis Racket,467.24,2,934.48,0.05,46.72,887.76,Online,Credit Card,2024,9,3,Wednesday,255,37,False,False,False,2033.82,3,677.94,2023-07-11,2024-09-11,428,235335.84,258,912.15,1379,1162542.94,1267,917.56,6819,3979222.64,2475,1607.77,2160,4014923.32,2552,1573.25,3184046.42,2054,1550.17,3931138.23,2479,1585.78,2186,280.344,327.072,36.842389835090565,Platinum
2024-12-26,CUST_8462,Regular,Europe,Paris,Home & Garden,Garden Tools,121.87,6,731.21,0.1,73.12,855.52,Mobile App,Cash,2024,12,4,Thursday,361,52,False,True,False,855.52,1,855.52,2024-12-26,2024-12-26,0,354026.0,237,1493.78,1177,1889517.74,1265,1493.69,6727,4233105.72,2507,1688.51,2180,4246388.07,2508,1693.14,3159571.19,1924,1642.19,4186855.1,2525,1658.16,2227,73.122,416.788,48.71750514307088,Gold
2023-09-22,CUST_1990,Regular,Europe,Berlin,Beauty,Perfume,65.45,2,130.9,0.0,0.0,130.9,In-Store,Debit Card,2023,9,3,Friday,265,38,False,False,False,1245.08,4,311.27,2022-05-23,2023-09-22,487,111072.32,246,451.51,1306,562465.16,1244,452.14,6707,4233105.72,2507,1688.51,2180,3799942.54,2464,1542.18,3237322.3,2022,1601.05,4186855.1,2525,1658.16,2227,39.27,52.36,40.0,Platinum
2024-06-12,CUST_2924,VIP,Australia,Adelaide,Toys,Outdoor Toys,176.3,4,705.21,0.15,105.78,659.37,Online,Debit Card,2024,6,2,Wednesday,164,24,False,False,True,659.37,1,659.37,2024-06-12,2024-06-12,0,91353.45,272,335.86,1422,427069.18,1315,324.77,6837,4024694.57,2597,1549.75,2244,4014923.32,2552,1573.25,3237322.3,2022,1601.05,3931138.23,2479,1585.78,2186,105.78,236.25,35.82965558032667,Gold
2022-01-05,CUST_6024,Budget,Asia,Seoul,Clothing,Dress,28.47,3,85.42,0.1,8.54,76.88,Phone,Bank Transfer,2022,1,1,Wednesday,5,1,False,False,False,2170.78,3,723.59,2022-01-05,2024-08-22,960,135770.98,227,598.11,1126,755914.15,1272,594.27,6615,3827136.57,2421,1580.81,2132,4002905.57,2476,1616.68,3168358.48,1962,1614.86,4802112.68,2570,1868.53,2218,17.081999999999997,25.634,33.34287200832466,Platinum
2022-02-12,CUST_5172,VIP,Australia,Perth,Automotive,Accessories,325.21,3,975.63,0.15,146.34,829.28,Online,Digital Wallet,2022,2,1,Saturday,43,6,True,False,False,6132.42,3,2044.14,2022-02-12,2024-01-30,717,854754.31,269,3177.53,1406,3834518.24,1252,3062.71,6597,4024694.57,2597,1549.75,2244,4014923.32,2552,1573.25,3314861.11,2038,1626.53,3931138.23,2479,1585.78,2186,195.12599999999998,243.90200000000004,29.411296546401704,Platinum
2023-10-10,CUST_1984,Premium,Europe,London,Sports,Running Shoes,131.13,1,131.13,0.0,0.0,131.13,Mobile App,Digital Wallet,2023,10,4,Tuesday,283,41,False,False,False,131.13,1,131.13,2023-10-10,2023-10-10,0,211122.47,230,917.92,1299,1162542.94,1267,917.56,6819,4233105.72,2507,1688.51,2180,4246388.07,2508,1693.14,3314861.11,2038,1626.53,3144053.49,2426,1295.98,2130,78.678,52.452,40.0,Silver
2022-08-11,CUST_7380,Premium,Asia,Singapore,Automotive,Electronics,1107.29,3,3321.86,0.1,332.19,3288.64,Phone,Digital Wallet,2022,8,3,Thursday,223,32,False,False,True,4277.18,2,2138.59,2022-08-11,2023-10-22,437,714231.79,238,3000.97,1270,3834518.24,1252,3062.71,6597,3827136.57,2421,1580.81,2132,4002905.57,2476,1616.68,3314861.11,2038,1626.53,3144053.49,2426,1295.98,2130,664.3739999999999,1295.518,39.393731147221956,Platinum
2023-09-05,CUST_9585,VIP,Asia,Bangkok,Books,Cookbook,78.46,1,78.46,0.05,3.92,74.54,Phone,Cash,2023,9,3,Tuesday,248,36,False,False,False,2779.28,4,694.82,2022-03-14,2023-09-05,540,33835.03,206,164.25,1056,198801.01,1192,166.78,6439,3827136.57,2421,1580.81,2132,4002905.57,2476,1616.68,3159571.19,1924,1642.19,3931138.23,2479,1585.78,2186,47.07599999999999,27.464000000000013,36.844647169305084,Platinum
2023-08-04,CUST_3525,VIP,Australia,Brisbane,Electronics,Smartwatch,424.5,2,849.01,0.05,42.45,887.21,Mobile App,Cash,2023,8,3,Friday,216,31,False,False,True,887.21,1,887.21,2023-08-04,2023-08-04,0,965973.36,169,5715.82,844,7233331.08,1193,6063.14,6414,4024694.57,2597,1549.75,2244,4246388.07,2508,1693.14,3159571.19,1924,1642.19,3931138.23,2479,1585.78,2186,254.7,377.81000000000006,42.584055635080766,Gold
2023-12-09,CUST_8702,Regular,Australia,Sydney,Home & Garden,Lighting,56.03,6,336.16,0.1,33.62,393.31,Phone,Credit Card,2023,12,4,Saturday,343,49,True,True,False,669.55,2,334.78,2023-12-09,2024-03-09,91,359984.96,256,1406.19,1332,1889517.74,1265,1493.69,6727,4024694.57,2597,1549.75,2244,4002905.57,2476,1616.68,3184046.42,2054,1550.17,4186855.1,2525,1658.16,2227,33.618,191.60199999999998,48.71526276982532,Gold
2022-03-18,CUST_3779,Regular,Asia,Tokyo,Clothing,Dress,54.2,2,108.41,0.0,0.0,108.41,In-Store,Credit Card,2022,3,1,Friday,77,11,False,False,False,14617.37,2,7308.68,2022-03-18,2022-11-30,257,135770.98,227,598.11,1126,755914.15,1272,594.27,6615,3827136.57,2421,1580.81,2132,3799942.54,2464,1542.18,3184046.42,2054,1550.17,4186855.1,2525,1658.16,2227,32.52,43.36999999999999,40.005534544783686,Platinum
2024-01-06,CUST_8924,VIP,Europe,Paris,Electronics,Smartwatch,3421.06,4,13684.23,0.15,2052.64,11631.6,Mobile App,Digital Wallet,2024,1,1,Saturday,6,1,True,False,False,12015.36,2,6007.68,2022-02-06,2024-01-06,699,965973.36,169,5715.82,844,7233331.08,1193,6063.14,6414,4233105.72,2507,1688.51,2180,4246388.07,2508,1693.14,3314861.11,2038,1626.53,3931138.23,2479,1585.78,2186,2052.636,3421.0560000000005,29.411740431239043,Platinum
2023-09-01,CUST_1784,VIP,Europe,Rome,Automotive,Maintenance,1503.12,1,1503.12,0.05,75.16,1427.97,In-Store,Debit Card,2023,9,3,Friday,244,35,False,False,False,2219.02,2,1109.51,2022-10-18,2023-09-01,318,759634.78,267,2845.07,1413,3834518.24,1252,3062.71,6597,4233105.72,2507,1688.51,2180,3799942.54,2464,1542.18,3237322.3,2022,1601.05,3931138.23,2479,1585.78,2186,901.872,526.0980000000001,36.84237063803862,Platinum
2022-03-06,CUST_2857,VIP,Europe,London,Automotive,Maintenance,1643.13,4,6572.53,0.15,985.88,5586.65,In-Store,Debit Card,2022,3,1,Sunday,65,9,True,False,False,5586.65,1,5586.65,2022-03-06,2022-03-06,0,759634.78,267,2845.07,1413,3834518.24,1252,3062.71,6597,4233105.72,2507,1688.51,2180,3799942.54,2464,1542.18,3237322.3,2022,1601.05,3931138.23,2479,1585.78,2186,985.878,1643.1379999999995,29.411865787189097,Platinum
2022-04-12,CUST_7247,Budget,Asia,Singapore,Books,Children,30.61,3,91.83,0.1,9.18,82.65,Phone,Credit Card,2022,4,2,Tuesday,102,15,False,False,False,797.97,3,265.99,2022-04-12,2023-07-14,458,30145.14,193,156.19,991,198801.01,1192,166.78,6439,3827136.57,2421,1580.81,2132,4002905.57,2476,1616.68,3184046.42,2054,1550.17,4802112.68,2570,1868.53,2218,18.366,27.552000000000007,33.33575317604357,Gold
2024-09-24,CUST_9006,Regular,Asia,Seoul,Home & Garden,Decor,393.01,6,2358.08,0.1,235.81,2122.27,Mobile App,Digital Wallet,2024,9,3,Tuesday,268,39,False,False,False,2122.27,1,2122.27,2024-09-24,2024-09-24,0,421278.39,273,1543.14,1516,1889517.74,1265,1493.69,6727,3827136.57,2421,1580.81,2132,4246388.07,2508,1693.14,3314861.11,2038,1626.53,4186855.1,2525,1658.16,2227,235.80599999999998,707.4340000000002,33.33383593981917,Platinum
2024-12-20,CUST_4283,VIP,Europe,Paris,Sports,Yoga Mat,317.83,5,1589.13,0.15,238.37,1755.99,Mobile App,Bank Transfer,2024,12,4,Friday,355,51,False,True,False,1943.33,2,971.66,2023-04-04,2024-12-20,626,235829.13,259,910.54,1291,1162542.94,1267,917.56,6819,4233105.72,2507,1688.51,2180,4246388.07,2508,1693.14,3168358.48,1962,1614.86,3931138.23,2479,1585.78,2186,190.69799999999998,802.5000000000001,45.700715835511595,Platinum
2023-05-30,CUST_9329,VIP,Europe,Paris,Sports,Tennis Racket,138.51,3,415.52,0.15,62.33,353.19,Online,Credit Card,2023,5,2,Tuesday,150,22,False,False,False,1637.07,3,545.69,2023-05-30,2024-10-19,508,235335.84,258,912.15,1379,1162542.94,1267,917.56,6819,4233105.72,2507,1688.51,2180,4014923.32,2552,1573.25,3184046.42,2054,1550.17,3931138.23,2479,1585.78,2186,83.106,103.87200000000001,29.40966618533934,Platinum
2022-02-10,CUST_2373,Regular,North America,Vancouver,Clothing,Jacket,120.35,8,962.78,0.1,96.28,866.5,Mobile App,Digital Wallet,2022,2,1,Thursday,41,6,False,False,False,2506.86,3,835.62,2022-02-10,2024-06-24,865,118524.94,199,595.6,1104,755914.15,1272,594.27,6615,3979222.64,2475,1607.77,2160,4246388.07,2508,1693.14,3314861.11,2038,1626.53,4186855.1,2525,1658.16,2227,72.21,288.82000000000005,33.33179457587998,Platinum
2023-01-27,CUST_4673,VIP,Europe,London,Sports,Tennis Racket,461.02,2,922.03,0.05,46.1,875.93,Mobile App,Debit Card,2023,1,1,Friday,27,4,False,False,False,2887.03,3,962.34,2022-12-19,2023-09-10,265,235335.84,258,912.15,1379,1162542.94,1267,917.56,6819,4233105.72,2507,1688.51,2180,4246388.07,2508,1693.14,3237322.3,2022,1601.05,3931138.23,2479,1585.78,2186,276.61199999999997,322.706,36.84152843263732,Platinum
2023-07-30,CUST_1913,Budget,Europe,Berlin,Clothing,T-Shirt,139.59,9,1256.33,0.1,125.63,1243.76,Online,Cash,2023,7,3,Sunday,211,30,True,False,True,1243.76,1,1243.76,2023-07-30,2023-07-30,0,118433.02,202,586.3,1066,755914.15,1272,594.27,6615,4233105.72,2507,1688.51,2180,4014923.32,2552,1573.25,3159571.19,1924,1642.19,4802112.68,2570,1868.53,2218,83.754,489.97399999999993,39.394577732038336,Platinum
2023-11-22,CUST_1056,Premium,Australia,Melbourne,Sports,Basketball,57.06,2,114.11,0.0,0.0,148.35,Online,Digital Wallet,2023,11,4,Wednesday,326,47,False,True,False,291.57,2,145.78,2023-11-22,2024-07-19,240,249891.35,275,908.7,1494,1162542.94,1267,917.56,6819,4024694.57,2597,1549.75,2244,4014923.32,2552,1573.25,3314861.11,2038,1626.53,3144053.49,2426,1295.98,2130,34.236,79.878,53.844287158746205,Silver
2024-06-21,CUST_6012,Budget,Australia,Brisbane,Sports,Running Shoes,90.74,9,816.66,0.1,81.67,808.49,Phone,Debit Card,2024,6,2,Friday,173,25,False,False,True,808.49,1,808.49,2024-06-21,2024-06-21,0,211122.47,230,917.92,1299,1162542.94,1267,917.56,6819,4024694.57,2597,1549.75,2244,4002905.57,2476,1616.68,3237322.3,2022,1601.05,4802112.68,2570,1868.53,2218,54.443999999999996,318.494,39.39368452299966,Gold
2022-12-20,CUST_5020,Budget,Europe,Madrid,Electronics,Smartwatch,737.16,9,6634.42,0.1,663.44,7762.28,Online,Debit Card,2022,12,4,Tuesday,354,51,False,True,False,10324.74,4,2581.18,2022-12-20,2024-10-18,668,965973.36,169,5715.82,844,7233331.08,1193,6063.14,6414,4233105.72,2507,1688.51,2180,4014923.32,2552,1573.25,3237322.3,2022,1601.05,4802112.68,2570,1868.53,2218,442.296,3781.616,48.71785094070299,Platinum
2022-08-02,CUST_3819,Premium,Europe,Rome,Home & Garden,Furniture,183.61,2,367.22,0.0,0.0,403.95,Phone,Cash,2022,8,3,Tuesday,214,31,False,False,True,403.95,1,403.95,2022-08-02,2022-08-02,0,392779.76,256,1534.3,1420,1889517.74,1265,1493.69,6727,4233105.72,2507,1688.51,2180,4002905.57,2476,1616.68,3159571.19,1924,1642.19,3144053.49,2426,1295.98,2130,110.16600000000001,183.61799999999997,45.45562569624953,Silver
2022-01-15,CUST_3467,VIP,North America,Toronto,Clothing,Sweater,90.24,5,451.22,0.15,67.68,383.54,Phone,Bank Transfer,2022,1,1,Saturday,15,2,True,False,False,1168.66,3,389.55,2022-01-15,2024-09-02,961,116362.56,197,590.67,1005,755914.15,1272,594.27,6615,3979222.64,2475,1607.77,2160,4002905.57,2476,1616.68,3168358.48,1962,1614.86,3931138.23,2479,1585.78,2186,54.144,112.82000000000005,29.41544558585807,Platinum
2023-05-11,CUST_7962,Budget,North America,Chicago,Electronics,Camera,585.43,12,7025.17,0.1,702.52,6322.65,Online,Debit Card,2023,5,2,Thursday,131,19,False,False,False,7459.23,3,2486.41,2023-05-11,2024-10-16,524,1318651.58,214,6161.92,1143,7233331.08,1193,6063.14,6414,3979222.64,2475,1607.77,2160,4014923.32,2552,1573.25,3237322.3,2022,1601.05,4802112.68,2570,1868.53,2218,351.258,2107.554,33.33339659794549,Platinum
2022-04-10,CUST_7978,Premium,Asia,Tokyo,Beauty,Bath Products,45.85,4,183.41,0.1,18.34,165.07,In-Store,Credit Card,2022,4,2,Sunday,100,14,True,False,False,370.22,2,185.11,2022-04-10,2023-10-23,561,113362.43,255,444.56,1396,562465.16,1244,452.14,6707,3827136.57,2421,1580.81,2132,3799942.54,2464,1542.18,3184046.42,2054,1550.17,3144053.49,2426,1295.98,2130,27.51,55.02999999999999,33.337372023989815,Silver
2022-04-02,CUST_9320,Premium,Australia,Adelaide,Toys,Action Figures,138.33,1,138.33,0.0,0.0,138.33,Mobile App,Debit Card,2022,4,2,Saturday,92,13,True,False,False,5181.4,2,2590.7,2022-04-02,2022-06-12,71,76781.17,248,309.6,1290,427069.18,1315,324.77,6837,4024694.57,2597,1549.75,2244,4246388.07,2508,1693.14,3237322.3,2022,1601.05,3144053.49,2426,1295.98,2130,82.998,55.33200000000001,40.0,Platinum
2023-12-01,CUST_7177,VIP,Europe,London,Books,Cookbook,44.38,5,221.89,0.15,33.28,245.19,In-Store,Cash,2023,12,4,Friday,335,48,False,True,False,1084.89,2,542.45,2022-06-02,2023-12-01,547,33835.03,206,164.25,1056,198801.01,1192,166.78,6439,4233105.72,2507,1688.51,2180,3799942.54,2464,1542.18,3159571.19,1924,1642.19,3931138.23,2479,1585.78,2186,26.628,112.05000000000001,45.699253640034264,Platinum
2023-01-21,CUST_5788,Regular,Europe,Berlin,Books,Fiction,47.97,6,287.84,0.1,28.78,259.05,Mobile App,Bank Transfer,2023,1,1,Saturday,21,3,True,False,False,259.05,1,259.05,2023-01-21,2023-01-21,0,37297.98,225,165.77,1175,198801.01,1192,166.78,6439,4233105.72,2507,1688.51,2180,4246388.07,2508,1693.14,3168358.48,1962,1614.86,4186855.1,2525,1658.16,2227,28.782,86.358,33.336421540243194,Silver
2024-01-29,CUST_3133,VIP,Europe,London,Home & Garden,Decor,752.46,2,1504.91,0.05,75.25,1429.67,In-Store,Cash,2024,1,1,Monday,29,5,False,False,False,1429.67,1,1429.67,2024-01-29,2024-01-29,0,421278.39,273,1543.14,1516,1889517.74,1265,1493.69,6727,4233105.72,2507,1688.51,2180,3799942.54,2464,1542.18,3159571.19,1924,1642.19,3931138.23,2479,1585.78,2186,451.476,526.7180000000001,36.84192855693972,Platinum
2022-03-05,CUST_4917,Budget,Australia,Adelaide,Home & Garden,Decor,179.34,12,2152.05,0.1,215.21,1936.85,Phone,Cash,2022,3,1,Saturday,64,9,True,False,False,1936.85,1,1936.85,2022-03-05,2022-03-05,0,421278.39,273,1543.14,1516,1889517.74,1265,1493.69,6727,4024694.57,2597,1549.75,2244,4002905.57,2476,1616.68,3159571.19,1924,1642.19,4802112.68,2570,1868.53,2218,107.604,645.6019999999999,33.332576090043105,Platinum
2023-10-27,CUST_9092,VIP,Asia,Hong Kong,Sports,Tennis Racket,357.83,4,1431.31,0.15,214.7,1216.61,Phone,Credit Card,2023,10,4,Friday,300,43,False,False,False,1837.24,2,918.62,2023-08-20,2023-10-27,68,235335.84,258,912.15,1379,1162542.94,1267,917.56,6819,3827136.57,2421,1580.81,2132,4002905.57,2476,1616.68,3184046.42,2054,1550.17,3931138.23,2479,1585.78,2186,214.69799999999998,357.818,29.411068460722827,Platinum
2023-03-20,CUST_7693,VIP,Australia,Melbourne,Automotive,Car Parts,1580.04,5,7900.2,0.15,1185.03,6715.17,Mobile App,Cash,2023,3,1,Monday,79,12,False,False,False,7853.04,2,3926.52,2023-03-09,2023-03-20,11,795616.04,248,3208.13,1353,3834518.24,1252,3062.71,6597,4024694.57,2597,1549.75,2244,4246388.07,2508,1693.14,3159571.19,1924,1642.19,3931138.23,2479,1585.78,2186,948.0239999999999,1975.050000000001,29.41176470588237,Platinum
2022-04-23,CUST_2269,VIP,Australia,Adelaide,Sports,Yoga Mat,465.37,2,930.75,0.05,46.54,884.21,In-Store,Bank Transfer,2022,4,2,Saturday,113,16,True,False,False,884.21,1,884.21,2022-04-23,2022-04-23,0,235829.13,259,910.54,1291,1162542.94,1267,917.56,6819,4024694.57,2597,1549.75,2244,3799942.54,2464,1542.18,3168358.48,1962,1614.86,3931138.23,2479,1585.78,2186,279.222,325.7660000000001,36.84260526345552,Gold
2023-02-15,CUST_1538,Premium,Europe,London,Electronics,Tablet,2135.02,2,4270.05,0.0,0.0,4270.05,Online,Debit Card,2023,2,1,Wednesday,46,7,False,False,False,4717.84,3,1572.61,2023-02-15,2024-05-31,471,1247599.82,203,6145.81,1181,7233331.08,1193,6063.14,6414,4233105.72,2507,1688.51,2180,4014923.32,2552,1573.25,3237322.3,2022,1601.05,3144053.49,2426,1295.98,2130,1281.012,1708.0260000000003,40.00014051357713,Platinum
2022-05-28,CUST_3672,Premium,North America,New York,Beauty,Haircare,118.36,5,591.81,0.1,59.18,532.63,In-Store,Cash,2022,5,2,Saturday,148,21,True,False,False,532.63,1,532.63,2022-05-28,2022-05-28,0,111806.11,241,463.93,1308,562465.16,1244,452.14,6707,3979222.64,2475,1607.77,2160,3799942.54,2464,1542.18,3159571.19,1924,1642.19,3144053.49,2426,1295.98,2130,71.01599999999999,177.55000000000007,33.33458498394759,Gold
2024-05-29,CUST_3490,VIP,North America,Vancouver,Automotive,Tools,1960.6,3,5881.81,0.15,882.27,4999.54,Mobile App,Bank Transfer,2024,5,2,Wednesday,150,22,False,False,False,8411.94,2,4205.97,2024-05-29,2024-12-06,191,710281.32,230,3088.18,1155,3834518.24,1252,3062.71,6597,3979222.64,2475,1607.77,2160,4246388.07,2508,1693.14,3168358.48,1962,1614.86,3931138.23,2479,1585.78,2186,1176.36,1470.46,29.41190589534237,Platinum
2022-03-07,CUST_5381,Budget,North America,Toronto,Automotive,Tools,414.39,12,4972.64,0.1,497.26,4475.38,In-Store,Cash,2022,3,1,Monday,66,10,False,False,False,4611.17,2,2305.58,2022-03-07,2024-09-28,936,710281.32,230,3088.18,1155,3834518.24,1252,3062.71,6597,3979222.64,2475,1607.77,2160,3799942.54,2464,1542.18,3159571.19,1924,1642.19,4802112.68,2570,1868.53,2218,248.634,1491.7720000000004,33.33285665127878,Platinum
2024-01-12,CUST_3460,Regular,Asia,Bangkok,Toys,Outdoor Toys,73.95,4,295.82,0.1,29.58,266.24,Mobile App,Digital Wallet,2024,1,1,Friday,12,2,False,False,False,2321.3,3,773.77,2023-01-05,2024-01-12,372,91353.45,272,335.86,1422,427069.18,1315,324.77,6837,3827136.57,2421,1580.81,2132,4246388.07,2508,1693.14,3314861.11,2038,1626.53,4186855.1,2525,1658.16,2227,44.37,88.76000000000002,33.338341346153854,Platinum
2022-05-22,CUST_9944,VIP,Australia,Melbourne,Clothing,Dress,210.83,1,210.83,0.05,10.54,200.29,Online,Digital Wallet,2022,5,2,Sunday,142,20,True,False,False,200.29,1,200.29,2022-05-22,2022-05-22,0,135770.98,227,598.11,1126,755914.15,1272,594.27,6615,4024694.57,2597,1549.75,2244,4014923.32,2552,1573.25,3314861.11,2038,1626.53,3931138.23,2479,1585.78,2186,126.498,73.79199999999999,36.84257826152079,Silver
2023-09-02,CUST_7489,Premium,Asia,Singapore,Sports,Yoga Mat,50.94,4,203.78,0.1,20.38,183.4,Online,Debit Card,2023,9,3,Saturday,245,35,True,False,False,366.78,2,183.39,2022-02-16,2023-09-02,563,235829.13,259,910.54,1291,1162542.94,1267,917.56,6819,3827136.57,2421,1580.81,2132,4014923.32,2552,1573.25,3237322.3,2022,1601.05,3144053.49,2426,1295.98,2130,30.563999999999997,61.14400000000002,33.33914940021811,Silver
2022-08-03,CUST_7501,Regular,North America,Los Angeles,Automotive,Tools,883.41,2,1766.82,0.0,0.0,1943.5,In-Store,Cash,2022,8,3,Wednesday,215,31,False,False,True,2475.57,2,1237.79,2022-08-03,2023-02-24,205,710281.32,230,3088.18,1155,3834518.24,1252,3062.71,6597,3979222.64,2475,1607.77,2160,3799942.54,2464,1542.18,3159571.19,1924,1642.19,4186855.1,2525,1658.16,2227,530.0459999999999,883.4080000000001,45.45448932338565,Platinum
