Date,Customer_ID,Customer_Segment,Region,City,Category,Product,Price,Quantity,Total_Amount,Discount_Rate,Discount_Amount,Final_Amount,Sales_Channel,Payment_Method,Year,Month,Quarter
2022-06-06,CUST_5397,Premium,Australia,Brisbane,Beauty,Perfume,188.58,3,565.75,0.1,56.57,560.09,Online,Digital Wallet,2022,6,2
2023-03-29,CUST_3742,Regular,Australia,Sydney,Electronics,Headphones,557.35,2,1114.7,0.0,0.0,1114.7,Phone,Cash,2023,3,1
2022-03-20,CUST_8920,VIP,Asia,Bangkok,Home & Garden,Garden Tools,677.44,2,1354.87,0.05,67.74,1287.13,In-Store,Debit Card,2022,3,1
2024-07-26,CUST_6279,Budget,North America,Chicago,Toys,Board Games,48.6,3,145.81,0.1,14.58,144.35,In-Store,Digital Wallet,2024,7,3
2024-05-17,CUST_9015,Premium,North America,Vancouver,Clothing,Jeans,261.34,4,1045.35,0.1,104.54,940.82,In-Store,Credit Card,2024,5,2
2024-10-27,CUST_2596,Regular,Australia,Brisbane,Electronics,Camera,1437.07,8,11496.56,0.1,1149.66,10346.9,Phone,Digital Wallet,2024,10,4
2022-11-11,CUST_4427,VIP,North America,Los Angeles,Automotive,Electronics,287.28,3,861.85,0.15,129.28,952.35,In-Store,Cash,2022,11,4
2023-01-12,CUST_4489,Budget,Australia,Perth,Sports,Basketball,99.66,12,1195.95,0.1,119.6,1076.36,In-Store,Credit Card,2023,1,1
2024-03-10,CUST_4957,VIP,Asia,Hong Kong,Toys,Board Games,58.37,2,116.73,0.05,5.84,110.9,In-Store,Digital Wallet,2024,3,1
2022-11-03,CUST_3187,Budget,Europe,Madrid,Clothing,Sweater,37.6,9,338.42,0.1,33.84,395.95,Mobile App,Cash,2022,11,4
2024-01-26,CUST_7336,Premium,Europe,Berlin,Home & Garden,Garden Tools,332.73,4,1330.93,0.1,133.09,1197.84,In-Store,Bank Transfer,2024,1,1
2024-09-24,CUST_2121,VIP,Asia,Tokyo,Home & Garden,Kitchen Appliances,720.37,3,2161.11,0.15,324.17,1836.94,Mobile App,Bank Transfer,2024,9,3
2022-06-08,CUST_3045,Regular,Australia,Perth,Sports,Tennis Racket,86.46,6,518.74,0.1,51.87,513.56,Phone,Bank Transfer,2022,6,2
2023-03-02,CUST_6952,Budget,Europe,Madrid,Toys,Outdoor Toys,30.08,15,451.19,0.1,45.12,406.07,In-Store,Digital Wallet,2023,3,1
2024-09-21,CUST_4665,Premium,Europe,Paris,Clothing,Sweater,215.29,1,215.29,0.0,0.0,215.29,In-Store,Credit Card,2024,9,3
2022-01-01,CUST_2268,Regular,Australia,Melbourne,Sports,Tennis Racket,237.93,2,475.86,0.0,0.0,475.86,In-Store,Cash,2022,1,1
2023-04-22,CUST_9730,Regular,North America,Toronto,Clothing,Shoes,54.29,10,542.91,0.1,54.29,488.62,In-Store,Debit Card,2023,4,2
2023-12-08,CUST_8992,Budget,North America,New York,Beauty,Skincare,25.06,12,300.75,0.1,30.07,351.88,Phone,Debit Card,2023,12,4
2024-10-23,CUST_1014,VIP,Europe,London,Home & Garden,Garden Tools,796.62,4,3186.49,0.15,477.97,2708.52,Online,Debit Card,2024,10,4
2022-12-11,CUST_1228,Premium,Asia,Singapore,Automotive,Electronics,256.74,3,770.22,0.1,77.02,901.15,Phone,Credit Card,2022,12,4
2023-07-05,CUST_7071,Regular,Europe,Paris,Automotive,Maintenance,469.46,2,938.92,0.0,0.0,1032.81,In-Store,Digital Wallet,2023,7,3
2022-08-10,CUST_5277,Premium,North America,Chicago,Electronics,Tablet,2264.48,2,4528.96,0.0,0.0,4981.86,Online,Digital Wallet,2022,8,3
2022-10-24,CUST_1729,Budget,Asia,Tokyo,Home & Garden,Garden Tools,156.79,15,2351.92,0.1,235.19,2116.73,Phone,Credit Card,2022,10,4
2023-11-16,CUST_3950,Regular,Australia,Sydney,Sports,Tennis Racket,91.76,8,734.05,0.1,73.4,858.84,Mobile App,Debit Card,2023,11,4
2023-02-21,CUST_4303,Regular,North America,Los Angeles,Toys,Board Games,83.81,4,335.23,0.1,33.52,301.71,In-Store,Cash,2023,2,1
2023-06-24,CUST_1157,Premium,North America,Toronto,Automotive,Car Parts,1301.28,1,1301.28,0.0,0.0,1431.41,Phone,Debit Card,2023,6,2
2024-11-16,CUST_2672,Regular,Europe,Madrid,Automotive,Tools,337.53,10,3375.27,0.1,337.53,3949.06,Mobile App,Digital Wallet,2024,11,4
2022-04-18,CUST_3255,Regular,Asia,Seoul,Clothing,Sweater,24.67,10,246.74,0.1,24.67,222.06,Mobile App,Digital Wallet,2022,4,2
2024-01-18,CUST_8912,Regular,North America,Vancouver,Home & Garden,Decor,50.23,8,401.85,0.1,40.18,361.66,Mobile App,Credit Card,2024,1,1
2023-06-13,CUST_3492,Premium,Australia,Perth,Toys,Action Figures,63.29,2,126.59,0.0,0.0,139.25,Online,Bank Transfer,2023,6,2
2024-06-16,CUST_4173,Premium,Asia,Bangkok,Automotive,Electronics,939.32,1,939.32,0.0,0.0,1033.25,In-Store,Credit Card,2024,6,2
2024-08-05,CUST_8039,Budget,North America,Los Angeles,Clothing,Jacket,108.25,3,324.76,0.1,32.48,321.51,Mobile App,Cash,2024,8,3
2023-06-09,CUST_4467,Premium,Europe,Paris,Automotive,Tools,1303.92,1,1303.92,0.0,0.0,1434.31,Phone,Debit Card,2023,6,2
2022-08-12,CUST_6212,Premium,Asia,Tokyo,Electronics,Smartphone,2167.35,2,4334.7,0.0,0.0,4768.17,In-Store,Digital Wallet,2022,8,3
2024-10-06,CUST_6341,Regular,Europe,Berlin,Toys,Board Games,22.54,10,225.44,0.1,22.54,202.9,Mobile App,Cash,2024,10,4
2023-09-20,CUST_1725,Budget,Asia,Tokyo,Beauty,Bath Products,18.45,3,55.34,0.1,5.53,49.81,Phone,Cash,2023,9,3
2023-07-22,CUST_4565,Regular,Australia,Sydney,Sports,Gym Equipment,289.61,10,2896.06,0.1,289.61,2867.1,In-Store,Credit Card,2023,7,3
2022-02-09,CUST_4905,Regular,Europe,Madrid,Electronics,Camera,1114.17,2,2228.34,0.0,0.0,2228.34,In-Store,Bank Transfer,2022,2,1
2023-04-23,CUST_4797,VIP,Europe,Paris,Toys,Board Games,130.62,2,261.25,0.05,13.06,248.18,In-Store,Debit Card,2023,4,2
2023-11-27,CUST_2852,Premium,Asia,Bangkok,Sports,Basketball,59.0,5,294.99,0.1,29.5,345.14,Mobile App,Cash,2023,11,4
2024-11-09,CUST_7318,VIP,North America,Vancouver,Home & Garden,Kitchen Appliances,850.6,1,850.6,0.05,42.53,1050.49,Mobile App,Debit Card,2024,11,4
2024-07-01,CUST_5744,Budget,Asia,Bangkok,Toys,Action Figures,41.4,3,124.2,0.1,12.42,122.96,Online,Debit Card,2024,7,3
2024-10-04,CUST_3202,Budget,Europe,Rome,Electronics,Smartphone,976.53,12,11718.34,0.1,1171.83,10546.51,Phone,Cash,2024,10,4
2023-11-17,CUST_7694,VIP,Australia,Perth,Electronics,Smartphone,3436.77,1,3436.77,0.05,171.84,4244.41,Mobile App,Bank Transfer,2023,11,4
2022-05-07,CUST_5371,Regular,North America,Toronto,Books,Children,45.32,8,362.55,0.1,36.26,326.3,Mobile App,Cash,2022,5,2
2022-06-14,CUST_3552,Regular,Europe,London,Clothing,Dress,63.07,10,630.71,0.1,63.07,624.4,Online,Credit Card,2022,6,2
2024-08-19,CUST_7134,Premium,Australia,Melbourne,Clothing,T-Shirt,234.2,3,702.61,0.1,70.26,695.59,Mobile App,Credit Card,2024,8,3
2023-05-19,CUST_4159,VIP,North America,Chicago,Clothing,Shoes,137.17,1,137.17,0.05,6.86,130.31,Phone,Cash,2023,5,2
2022-10-14,CUST_9066,VIP,Europe,Paris,Books,Educational,99.97,1,99.97,0.05,5.0,94.97,In-Store,Cash,2022,10,4
2023-02-10,CUST_1832,Regular,Australia,Melbourne,Sports,Tennis Racket,64.04,4,256.17,0.1,25.62,230.56,Phone,Digital Wallet,2023,2,1
2024-07-06,CUST_3705,Premium,Asia,Seoul,Home & Garden,Garden Tools,631.96,5,3159.81,0.1,315.98,3128.21,In-Store,Bank Transfer,2024,7,3
2022-05-04,CUST_3055,Budget,North America,Chicago,Sports,Yoga Mat,188.6,12,2263.23,0.1,226.32,2036.91,Mobile App,Digital Wallet,2022,5,2
2023-10-28,CUST_9200,VIP,North America,Vancouver,Toys,Puzzles,166.32,4,665.28,0.15,99.79,565.49,Phone,Debit Card,2023,10,4
2024-06-15,CUST_3094,Regular,Australia,Brisbane,Toys,Puzzles,42.25,10,422.54,0.1,42.25,418.31,Online,Digital Wallet,2024,6,2
2022-11-19,CUST_9727,Regular,North America,Chicago,Beauty,Skincare,48.93,8,391.47,0.1,39.15,458.02,Mobile App,Cash,2022,11,4
2024-04-22,CUST_7703,Regular,North America,Chicago,Automotive,Car Parts,507.66,10,5076.63,0.1,507.66,4568.97,Online,Debit Card,2024,4,2
2023-04-06,CUST_1774,Premium,North America,Chicago,Toys,Board Games,62.72,3,188.16,0.1,18.82,169.35,Phone,Digital Wallet,2023,4,2
2023-04-14,CUST_7294,Regular,Europe,Berlin,Automotive,Accessories,112.74,8,901.91,0.1,90.19,811.72,Phone,Credit Card,2023,4,2
2023-06-25,CUST_9224,Budget,North America,Toronto,Home & Garden,Furniture,185.96,6,1115.77,0.1,111.58,1104.61,Mobile App,Digital Wallet,2023,6,2
2024-10-11,CUST_3993,Budget,North America,Los Angeles,Toys,Action Figures,20.68,9,186.08,0.1,18.61,167.47,Phone,Credit Card,2024,10,4
2024-04-19,CUST_5098,Regular,North America,Vancouver,Beauty,Perfume,100.4,10,1003.98,0.1,100.4,903.59,Mobile App,Debit Card,2024,4,2
2022-10-02,CUST_8721,VIP,Asia,Bangkok,Toys,Outdoor Toys,122.4,1,122.4,0.05,6.12,116.28,Mobile App,Bank Transfer,2022,10,4
2022-11-25,CUST_3157,Premium,North America,New York,Toys,Educational Toys,65.46,5,327.31,0.1,32.73,382.95,Online,Debit Card,2022,11,4
2023-01-07,CUST_9705,Budget,Australia,Adelaide,Beauty,Skincare,49.01,3,147.03,0.1,14.7,132.32,Mobile App,Credit Card,2023,1,1
2024-05-02,CUST_5634,Budget,Asia,Singapore,Automotive,Accessories,276.19,6,1657.16,0.1,165.72,1491.44,Online,Digital Wallet,2024,5,2
2022-01-14,CUST_7291,Premium,Australia,Melbourne,Beauty,Makeup,38.96,3,116.87,0.1,11.69,105.18,In-Store,Credit Card,2022,1,1
2022-10-20,CUST_2111,Premium,Europe,Paris,Books,Children,50.3,2,100.6,0.0,0.0,100.6,Phone,Debit Card,2022,10,4
2022-02-18,CUST_3629,VIP,Europe,Madrid,Home & Garden,Kitchen Appliances,608.51,2,1217.03,0.05,60.85,1156.18,In-Store,Credit Card,2022,2,1
2022-03-26,CUST_5662,Regular,North America,New York,Sports,Basketball,144.83,6,868.98,0.1,86.9,782.08,In-Store,Credit Card,2022,3,1
2023-09-15,CUST_8861,VIP,Australia,Sydney,Automotive,Maintenance,1990.73,3,5972.19,0.15,895.83,5076.36,In-Store,Bank Transfer,2023,9,3
2023-11-27,CUST_1914,Budget,Europe,Rome,Sports,Gym Equipment,53.76,9,483.82,0.1,48.38,566.07,Online,Bank Transfer,2023,11,4
2024-12-03,CUST_8687,Budget,North America,Toronto,Toys,Outdoor Toys,24.38,3,73.15,0.1,7.32,85.59,Mobile App,Debit Card,2024,12,4
2023-10-31,CUST_2118,Premium,Australia,Melbourne,Automotive,Accessories,1465.61,2,2931.21,0.0,0.0,2931.21,Online,Digital Wallet,2023,10,4
2023-01-19,CUST_1074,VIP,North America,Vancouver,Clothing,Jeans,180.81,2,361.62,0.05,18.08,343.54,Phone,Debit Card,2023,1,1
2023-09-07,CUST_3566,VIP,North America,Los Angeles,Toys,Board Games,77.44,3,232.31,0.15,34.85,197.46,Phone,Digital Wallet,2023,9,3
2024-04-24,CUST_2081,Regular,Australia,Brisbane,Books,Non-Fiction,32.79,8,262.35,0.1,26.24,236.12,In-Store,Debit Card,2024,4,2
2024-09-13,CUST_2957,VIP,Europe,Berlin,Beauty,Makeup,86.74,4,346.96,0.15,52.04,294.91,Online,Cash,2024,9,3
2022-01-06,CUST_4395,VIP,Asia,Tokyo,Books,Children,61.62,3,184.87,0.15,27.73,157.14,Mobile App,Credit Card,2022,1,1
2022-03-19,CUST_2640,Budget,Europe,Rome,Automotive,Electronics,416.22,9,3746.02,0.1,374.6,3371.42,In-Store,Bank Transfer,2022,3,1
2022-02-15,CUST_6463,Premium,North America,New York,Automotive,Tools,601.58,5,3007.88,0.1,300.79,2707.09,In-Store,Bank Transfer,2022,2,1
2024-12-08,CUST_3824,Budget,North America,Vancouver,Automotive,Maintenance,655.02,12,7860.22,0.1,786.02,9196.46,Mobile App,Bank Transfer,2024,12,4
2024-11-23,CUST_4530,VIP,Asia,Hong Kong,Sports,Yoga Mat,597.99,4,2391.94,0.15,358.79,2643.1,Phone,Debit Card,2024,11,4
2023-07-31,CUST_8321,Premium,North America,Chicago,Sports,Gym Equipment,305.89,2,611.79,0.0,0.0,672.97,Phone,Digital Wallet,2023,7,3
2024-01-24,CUST_9547,Regular,Europe,Berlin,Electronics,Headphones,657.16,4,2628.65,0.1,262.86,2365.78,In-Store,Cash,2024,1,1
2024-12-12,CUST_5690,Premium,Europe,Madrid,Sports,Basketball,113.77,5,568.87,0.1,56.89,665.57,Mobile App,Cash,2024,12,4
2023-05-07,CUST_3075,Budget,Europe,Madrid,Clothing,Sweater,138.66,3,415.99,0.1,41.6,374.39,In-Store,Bank Transfer,2023,5,2
2022-06-14,CUST_4127,Regular,Asia,Singapore,Electronics,Camera,515.77,2,1031.54,0.0,0.0,1134.69,In-Store,Credit Card,2022,6,2
2023-05-17,CUST_7502,VIP,North America,New York,Clothing,Jacket,170.6,4,682.38,0.15,102.36,580.03,In-Store,Bank Transfer,2023,5,2
2023-08-02,CUST_5115,VIP,North America,Chicago,Toys,Outdoor Toys,128.82,5,644.11,0.15,96.62,602.24,In-Store,Credit Card,2023,8,3
2024-09-19,CUST_2357,Regular,North America,Vancouver,Home & Garden,Lighting,94.39,6,566.34,0.1,56.63,509.71,In-Store,Bank Transfer,2024,9,3
2022-11-29,CUST_6590,Budget,North America,Toronto,Sports,Basketball,98.14,15,1472.15,0.1,147.22,1722.42,Phone,Credit Card,2022,11,4
2024-06-24,CUST_3131,Regular,Europe,Paris,Clothing,Jacket,109.19,10,1091.91,0.1,109.19,1080.99,Phone,Bank Transfer,2024,6,2
2024-08-23,CUST_9175,VIP,Europe,Rome,Books,Fiction,38.37,1,38.37,0.05,1.92,40.1,Phone,Credit Card,2024,8,3
2024-02-10,CUST_5652,Budget,Australia,Sydney,Toys,Puzzles,46.06,3,138.19,0.1,13.82,124.37,Mobile App,Bank Transfer,2024,2,1
2023-08-21,CUST_5531,Regular,North America,New York,Beauty,Makeup,98.48,6,590.86,0.1,59.09,584.95,In-Store,Cash,2023,8,3
2023-07-01,CUST_5561,Premium,Australia,Melbourne,Electronics,Laptop,2021.08,4,8084.33,0.1,808.43,8003.49,Online,Bank Transfer,2023,7,3
2022-02-13,CUST_7849,Premium,Australia,Perth,Automotive,Car Parts,1134.39,3,3403.17,0.1,340.32,3062.85,Mobile App,Credit Card,2022,2,1
2022-08-18,CUST_9750,Regular,Asia,Hong Kong,Automotive,Accessories,161.77,8,1294.18,0.1,129.42,1281.24,Mobile App,Digital Wallet,2022,8,3
2022-02-03,CUST_8314,Regular,Asia,Tokyo,Clothing,Dress,198.21,4,792.82,0.1,79.28,713.54,In-Store,Bank Transfer,2022,2,1
2024-01-14,CUST_6603,Regular,Europe,Berlin,Home & Garden,Lighting,122.39,8,979.09,0.1,97.91,881.18,In-Store,Credit Card,2024,1,1
2024-06-18,CUST_8129,Premium,North America,New York,Sports,Basketball,135.89,3,407.68,0.1,40.77,403.6,Online,Credit Card,2024,6,2
2023-04-14,CUST_8023,Budget,North America,Chicago,Automotive,Electronics,242.81,6,1456.87,0.1,145.69,1311.18,Online,Debit Card,2023,4,2
2024-06-10,CUST_4983,Premium,North America,Chicago,Toys,Educational Toys,97.37,1,97.37,0.0,0.0,107.11,In-Store,Credit Card,2024,6,2
2022-04-07,CUST_2441,Budget,Asia,Hong Kong,Books,Non-Fiction,17.91,15,268.69,0.1,26.87,241.82,In-Store,Credit Card,2022,4,2
2024-05-06,CUST_9778,VIP,North America,Los Angeles,Sports,Gym Equipment,579.39,3,1738.18,0.15,260.73,1477.45,Online,Bank Transfer,2024,5,2
2022-11-15,CUST_5379,Budget,Asia,Seoul,Books,Biography,20.8,9,187.22,0.1,18.72,219.05,Phone,Debit Card,2022,11,4
2024-10-28,CUST_9863,Budget,Europe,Berlin,Electronics,Smartwatch,468.91,3,1406.74,0.1,140.67,1266.06,Phone,Bank Transfer,2024,10,4
2022-07-05,CUST_8777,Budget,Asia,Seoul,Toys,Educational Toys,35.2,12,422.37,0.1,42.24,418.15,Mobile App,Debit Card,2022,7,3
2022-03-05,CUST_7068,Premium,North America,Vancouver,Books,Biography,74.76,5,373.82,0.1,37.38,336.44,Mobile App,Cash,2022,3,1
2023-05-31,CUST_2142,Budget,Asia,Hong Kong,Books,Fiction,17.22,9,154.94,0.1,15.49,139.45,Phone,Credit Card,2023,5,2
2024-10-03,CUST_1647,Premium,Europe,Paris,Clothing,Jacket,82.23,1,82.23,0.0,0.0,82.23,Phone,Bank Transfer,2024,10,4
2022-09-13,CUST_3050,VIP,Australia,Perth,Beauty,Makeup,240.52,2,481.04,0.05,24.05,456.99,Phone,Bank Transfer,2022,9,3
2023-12-26,CUST_5388,VIP,Europe,Madrid,Books,Fiction,93.58,2,187.16,0.05,9.36,231.15,Online,Debit Card,2023,12,4
2024-02-22,CUST_1449,Regular,North America,Vancouver,Home & Garden,Furniture,478.78,6,2872.66,0.1,287.27,2585.39,Phone,Digital Wallet,2024,2,1
2024-05-17,CUST_6145,VIP,Australia,Melbourne,Beauty,Makeup,113.39,5,566.97,0.15,85.04,481.92,Mobile App,Bank Transfer,2024,5,2
2024-05-25,CUST_8755,Premium,Australia,Sydney,Toys,Board Games,78.65,3,235.94,0.1,23.59,212.34,In-Store,Cash,2024,5,2
2022-10-20,CUST_1776,Budget,Europe,London,Home & Garden,Furniture,139.6,15,2094.06,0.1,209.41,1884.65,In-Store,Debit Card,2022,10,4
2022-01-01,CUST_5750,Premium,North America,Chicago,Toys,Puzzles,129.17,5,645.87,0.1,64.59,581.29,In-Store,Digital Wallet,2022,1,1
2022-04-16,CUST_6654,Regular,Australia,Brisbane,Books,Fiction,19.51,8,156.12,0.1,15.61,140.51,Phone,Cash,2022,4,2
2023-05-13,CUST_4433,Premium,Asia,Bangkok,Home & Garden,Kitchen Appliances,685.56,4,2742.26,0.1,274.23,2468.03,Phone,Debit Card,2023,5,2
2023-11-21,CUST_4892,Premium,North America,Chicago,Books,Cookbook,46.37,4,185.49,0.1,18.55,217.02,In-Store,Bank Transfer,2023,11,4
2022-12-09,CUST_7606,VIP,Europe,Madrid,Sports,Gym Equipment,476.96,3,1430.87,0.15,214.63,1581.11,In-Store,Credit Card,2022,12,4
2023-01-12,CUST_5293,VIP,Asia,Tokyo,Books,Educational,79.89,5,399.44,0.15,59.92,339.53,Online,Debit Card,2023,1,1
2024-04-09,CUST_2584,VIP,North America,Toronto,Beauty,Bath Products,51.8,2,103.6,0.05,5.18,98.42,Mobile App,Debit Card,2024,4,2
2022-05-05,CUST_7756,VIP,Europe,London,Electronics,Smartphone,2661.85,5,13309.27,0.15,1996.39,11312.88,In-Store,Debit Card,2022,5,2
2024-11-05,CUST_1416,Budget,Australia,Perth,Clothing,Jeans,81.64,6,489.82,0.1,48.98,573.08,In-Store,Cash,2024,11,4
2022-08-17,CUST_6935,VIP,Europe,Madrid,Books,Fiction,67.26,3,201.79,0.15,30.27,188.68,Mobile App,Digital Wallet,2022,8,3
2023-08-20,CUST_9092,Premium,Europe,Rome,Sports,Running Shoes,208.97,3,626.9,0.1,62.69,620.63,Mobile App,Debit Card,2023,8,3
2024-10-14,CUST_2587,Premium,Asia,Seoul,Automotive,Electronics,550.84,4,2203.36,0.1,220.34,1983.02,In-Store,Cash,2024,10,4
2023-08-26,CUST_7411,VIP,North America,Vancouver,Automotive,Tools,1184.8,1,1184.8,0.05,59.24,1238.12,Online,Debit Card,2023,8,3
2023-11-15,CUST_5745,Budget,Asia,Singapore,Home & Garden,Lighting,228.18,9,2053.63,0.1,205.36,2402.75,In-Store,Debit Card,2023,11,4
2024-08-31,CUST_1584,VIP,North America,Vancouver,Books,Biography,55.24,1,55.24,0.05,2.76,57.73,Phone,Bank Transfer,2024,8,3
2022-05-30,CUST_7731,Premium,Asia,Seoul,Books,Non-Fiction,44.49,2,88.99,0.0,0.0,88.99,Phone,Digital Wallet,2022,5,2
2022-09-30,CUST_7214,Regular,Asia,Seoul,Clothing,Jacket,171.52,8,1372.14,0.1,137.21,1234.93,In-Store,Digital Wallet,2022,9,3
2024-08-13,CUST_4483,Premium,Australia,Brisbane,Home & Garden,Decor,502.45,5,2512.24,0.1,251.22,2487.12,In-Store,Debit Card,2024,8,3
2023-04-28,CUST_3591,Premium,Europe,Madrid,Books,Biography,62.27,2,124.55,0.0,0.0,124.55,Mobile App,Credit Card,2023,4,2
2022-08-11,CUST_7269,Regular,Asia,Seoul,Sports,Tennis Racket,201.81,6,1210.85,0.1,121.08,1198.74,In-Store,Bank Transfer,2022,8,3
2023-09-20,CUST_5834,Budget,Australia,Perth,Electronics,Camera,754.33,15,11314.88,0.1,1131.49,10183.39,Phone,Cash,2023,9,3
2023-12-29,CUST_8175,Budget,North America,Toronto,Sports,Basketball,126.9,15,1903.55,0.1,190.36,2227.16,Online,Debit Card,2023,12,4
2024-12-04,CUST_3810,Budget,North America,Vancouver,Clothing,T-Shirt,49.11,15,736.61,0.1,73.66,861.84,In-Store,Debit Card,2024,12,4
2024-05-27,CUST_5088,Premium,North America,Vancouver,Beauty,Haircare,218.74,3,656.23,0.1,65.62,590.6,Mobile App,Credit Card,2024,5,2
2023-03-05,CUST_8652,VIP,North America,Toronto,Electronics,Smartwatch,1014.29,1,1014.29,0.05,50.71,963.58,In-Store,Bank Transfer,2023,3,1
2023-02-07,CUST_7921,Budget,Europe,Madrid,Clothing,Sweater,128.06,9,1152.52,0.1,115.25,1037.27,In-Store,Debit Card,2023,2,1
2024-12-18,CUST_3570,Regular,Australia,Sydney,Toys,Board Games,36.32,10,363.19,0.1,36.32,424.93,In-Store,Cash,2024,12,4
2023-09-29,CUST_9907,Premium,Australia,Brisbane,Toys,Action Figures,43.57,5,217.83,0.1,21.78,196.05,Mobile App,Credit Card,2023,9,3
2024-01-28,CUST_7589,Regular,Asia,Seoul,Sports,Yoga Mat,127.74,4,510.95,0.1,51.09,459.85,In-Store,Debit Card,2024,1,1
2022-02-28,CUST_6201,Budget,Asia,Tokyo,Sports,Running Shoes,39.27,3,117.82,0.1,11.78,106.04,Phone,Debit Card,2022,2,1
2024-01-19,CUST_3053,Budget,North America,Toronto,Books,Non-Fiction,13.66,15,204.94,0.1,20.49,184.44,Phone,Cash,2024,1,1
2024-02-23,CUST_1005,Regular,North America,Vancouver,Home & Garden,Kitchen Appliances,312.28,4,1249.13,0.1,124.91,1124.21,Online,Cash,2024,2,1
2022-04-20,CUST_5649,Budget,Europe,London,Books,Fiction,7.63,15,114.39,0.1,11.44,102.95,In-Store,Credit Card,2022,4,2
2023-09-25,CUST_3557,Budget,Europe,Rome,Beauty,Skincare,92.09,6,552.54,0.1,55.25,497.29,Phone,Digital Wallet,2023,9,3
2022-08-16,CUST_3234,Premium,Australia,Brisbane,Automotive,Accessories,597.06,5,2985.28,0.1,298.53,2955.43,In-Store,Digital Wallet,2022,8,3
2023-11-07,CUST_9300,Regular,Europe,Berlin,Beauty,Skincare,79.65,2,159.3,0.0,0.0,207.09,Mobile App,Digital Wallet,2023,11,4
2024-10-09,CUST_6066,Regular,Europe,Madrid,Electronics,Headphones,1688.17,8,13505.33,0.1,1350.53,12154.79,Mobile App,Credit Card,2024,10,4
2022-06-03,CUST_8098,Premium,Australia,Sydney,Home & Garden,Furniture,654.96,1,654.96,0.0,0.0,720.46,Mobile App,Cash,2022,6,2
2024-12-10,CUST_2217,Budget,Australia,Adelaide,Books,Fiction,11.36,6,68.15,0.1,6.81,79.73,Online,Debit Card,2024,12,4
2023-06-05,CUST_2275,VIP,Asia,Bangkok,Clothing,T-Shirt,49.28,5,246.4,0.15,36.96,230.38,In-Store,Debit Card,2023,6,2
2024-04-21,CUST_2115,VIP,Asia,Singapore,Home & Garden,Garden Tools,864.19,4,3456.75,0.15,518.51,2938.24,Online,Digital Wallet,2024,4,2
2023-11-04,CUST_9589,Premium,Australia,Melbourne,Electronics,Smartwatch,2671.75,1,2671.75,0.0,0.0,3473.28,In-Store,Bank Transfer,2023,11,4
2023-02-02,CUST_3473,Regular,Asia,Hong Kong,Books,Children,34.0,10,339.97,0.1,34.0,305.97,In-Store,Debit Card,2023,2,1
2023-11-11,CUST_4965,VIP,Asia,Singapore,Sports,Running Shoes,107.09,1,107.09,0.05,5.35,132.25,In-Store,Debit Card,2023,11,4
2023-10-29,CUST_8021,Budget,Europe,Madrid,Automotive,Tools,206.42,3,619.26,0.1,61.93,557.33,Mobile App,Credit Card,2023,10,4
2024-03-14,CUST_2627,Premium,Asia,Seoul,Clothing,Jeans,30.06,3,90.18,0.1,9.02,81.17,Phone,Digital Wallet,2024,3,1
2023-11-06,CUST_7985,Premium,Europe,Berlin,Toys,Puzzles,69.62,3,208.85,0.1,20.88,244.35,Online,Bank Transfer,2023,11,4
2022-11-05,CUST_9147,VIP,North America,New York,Home & Garden,Kitchen Appliances,297.68,4,1190.73,0.15,178.61,1315.76,In-Store,Debit Card,2022,11,4
2023-01-22,CUST_8779,Budget,Europe,Paris,Clothing,Jeans,62.17,6,373.03,0.1,37.3,335.73,Online,Bank Transfer,2023,1,1
2022-08-30,CUST_2454,Premium,North America,Toronto,Clothing,T-Shirt,215.68,5,1078.39,0.1,107.84,1067.61,Phone,Credit Card,2022,8,3
2024-09-14,CUST_3171,VIP,Australia,Adelaide,Beauty,Makeup,236.17,1,236.17,0.05,11.81,224.36,Phone,Digital Wallet,2024,9,3
2024-09-17,CUST_9109,Premium,Australia,Brisbane,Toys,Educational Toys,115.46,4,461.86,0.1,46.19,415.67,Mobile App,Debit Card,2024,9,3
2024-01-29,CUST_6593,Premium,Asia,Seoul,Home & Garden,Lighting,205.57,2,411.13,0.0,0.0,411.13,In-Store,Debit Card,2024,1,1
2023-08-30,CUST_4109,VIP,Asia,Seoul,Sports,Gym Equipment,123.13,4,492.51,0.15,73.88,460.5,Phone,Credit Card,2023,8,3
2023-05-13,CUST_4364,Budget,Europe,Paris,Beauty,Haircare,64.4,6,386.41,0.1,38.64,347.77,Phone,Digital Wallet,2023,5,2
2022-01-19,CUST_5125,VIP,North America,Los Angeles,Home & Garden,Furniture,234.15,2,468.29,0.05,23.41,444.88,Online,Cash,2022,1,1
2024-02-23,CUST_5983,Regular,Australia,Sydney,Home & Garden,Lighting,298.65,2,597.29,0.0,0.0,597.29,In-Store,Credit Card,2024,2,1
2024-03-18,CUST_1337,VIP,North America,Toronto,Automotive,Accessories,1177.2,4,4708.8,0.15,706.32,4002.48,In-Store,Credit Card,2024,3,1
2023-06-11,CUST_7223,VIP,North America,Toronto,Beauty,Skincare,159.66,5,798.32,0.15,119.75,746.43,Phone,Credit Card,2023,6,2
2023-04-14,CUST_3188,Regular,Australia,Melbourne,Home & Garden,Garden Tools,362.06,10,3620.64,0.1,362.06,3258.58,In-Store,Digital Wallet,2023,4,2
